stock_symbol,date,opening,closing,low,high,volume,market_cap,p/e
IIN,1/24/2014,4.22,4.24,4.22,4.60,350,24.2M,N/A
ITT,1/24/2014,42.50,41.10,41.06,42.50,675337,3.728B,7.77
JBT,1/24/2014,31.97,31.55,31.33,32.08,261323,913.6M,25.12
KAI,1/24/2014,38.29,37.42,36.37,38.29,42482,417.0M,16.28
KUBTY,1/24/2014,86.91,85.05,84.95,86.91,17014,106.8B,77.37
KUBTF,1/24/2014,N/A,17.50,N/A,N/A,0,21.979B,15.65
KUBTY,1/24/2014,86.91,85.05,84.95,86.91,17014,106.8B,77.37
LII,1/24/2014,87.35,85.44,85.24,87.38,461359,4.230B,28.19
MCIG,1/24/2014,0.26,0.293,0.251,0.294,14284328,79.1M,N/A
LXFR,1/24/2014,21.07,21.01,20.795,21.17,452197,563.0M,15.81
MNTX,1/24/2014,13.77,13.38,13.36,14.00,161704,184.1M,18.58
MIDD,1/24/2014,253.05,243.61,242.73,253.7499,147620,4.658B,33.46
NDSN,1/24/2014,71.63,70.48,70.43,71.86,373616,4.529B,21.14
OPTT,1/24/2014,2.28,2.18,2.14,2.34,311138,25.4M,N/A
PLL,1/24/2014,81.70,79.44,79.44,81.92,667017,8.801B,30.48
PMFG, Inc.,1/24/2014,8.13,8.12,7.65,7.74,99811,163.4M
PPO,1/24/2014,38.78,37.24,37.20,38.78,438435,1.666B,37.02
POWL,1/24/2014,61.43,61.61,60.98,62.00,87913,737.4M,17.67
PSIX,1/24/2014,63.11,62.35,60.01,64.515,147338,653.4M,N/A
PWON,1/16/2014,N/A,1.86,N/A,N/A,0,30.2M,N/A
PPRW,1/17/2014,N/A,0.015,N/A,N/A,0,464K,N/A
PSWS,1/24/2014,0.0026,0.003,0.0026,0.003,135300,2.6M,N/A
RAVN,,1/24/2014,38.65,38.45,36.75,37.10,178520,1.351B
RXN,1/24/2014,28.50,27.72,27.12,28.50,534217,2.710B,N/A
ROK,1/24/2014,116.61,112.99,112.87,116.72,941580,15.667B,21.83
ROP,,1/24/2014,138.20,137.75,135.002,135.67,894547,13.473B
SPW,1/24/2014,101.89,98.88,98.61,101.89,399564,4.485B,19.59
TAYD, I,1/24/2014,8.20,8.16,8.1001,8.11,5989,27.1M
TECUA,1/24/2014,9.46,8.89,8.79,9.50,92962,164.3M,N/A
BWC,1/24/2014,34.70,33.51,33.50,34.71,700493,3.713B,18.13
XONE,1/24/2014,53.95,50.59,50.50,53.95,883398,727.8M,N/A
THR,1/24/2014,27.97,27.20,26.91,27.97,97895,859.3M,53.19
THTI,1/24/2014,0.99,0.95,0.95,1.00,10100,19.4M,10.20
TTEG,1/24/2014,0.0141,0.012,0.0119,0.0141,120907,3.0M,N/A
TTEG,1/24/2014,0.0141,0.012,0.0119,0.0141,120907,3.0M,N/A
TWIN, Incorp,1/24/2014,27.725,26.75,25.52,25.69,14207,289.4M
UTX,1/24/2014,114.02,111.80,111.77,114.35,5128829,100.7B,18.38
WSCI,1/24/2014,6.59,6.5018,6.50,6.59,3975,18.9M,29.77
WUHN,1/24/2014,0.06,0.07,0.06,0.07,36700,2.4M,N/A
XYL,1/24/2014,35.24,33.68,33.6375,35.31,1575671,6.214B,28.35
ZBRA,1/24/2014,53.45,53.08,52.67,53.57,248563,2.668B,21.49
AGCO,1/24/2014,54.95,53.08,52.43,55.065,2568574,5.168B,9.78
ALG, Inc.,1/24/2014,55.60,55.56,52.07,52.57,28746,635.0M
ARTW,1/24/2014,5.94,6.00,5.8511,6.00,2900,24.3M,12.51
ASTE,,1/24/2014,38.61,38.55,36.71,37.54,101986,857.9M
CAT, Inc.,1/24/2014,87.99,87.98,85.875,86.17,8118400,54.835B
CNHI,1/24/2014,11.35,11.14,11.12,11.35,780028,20.312B,14.35
CMCO,1/24/2014,25.87,25.16,25.00,25.99,143507,495.4M,7.13
DE,1/24/2014,87.44,85.55,85.2938,87.676,4671508,31.866B,9.67
GENC,1/24/2014,9.46,9.2372,9.13,9.4649,21840,87.9M,13.38
HUWX,1/24/2014,2.55,3.00,2.45,3.00,2800,24.2M,N/A
JOY,1/24/2014,54.41,52.70,52.37,54.48,2103254,5.377B,11.03
LNN,1/24/2014,84.22,83.45,82.571,84.22,342615,1.078B,16.60
TEX,1/24/2014,40.10,37.92,37.83,40.10,2665084,4.224B,44.33
TRTC,1/24/2014,0.341,0.376,0.34,0.3762,7261995,38.0M,N/A
TRTC,1/24/2014,0.341,0.376,0.34,0.3762,7261995,38.0M,N/A
MTW,1/24/2014,24.68,23.62,23.45,24.71,4120896,3.156B,21.69
BWOWF,1/23/2014,N/A,0.199,N/A,N/A,0,1.7M,N/A
BWOWF,1/23/2014,N/A,0.199,N/A,N/A,0,1.7M,N/A
AAON, Inc.,1/24/2014,33.31,33.09,32.00,32.30,155165,1.187B
APOG,1/24/2014,37.02,36.04,35.90,37.108,192529,1.039B,44.86
AWI,1/24/2014,59.11,57.55,56.50,59.264,1253239,3.117B,38.85
AXIH,1/24/2014,0.98,0.959,0.902,1.01,157721,29.7M,N/A
AXIH,1/24/2014,0.98,0.959,0.902,1.01,157721,29.7M,N/A
BECN,1/24/2014,40.36,39.35,39.10,40.5999,217754,1.928B,27.67
CSTE,1/24/2014,47.57,44.90,43.95,47.57,434532,1.559B,29.41
CATA,1/22/2014,N/A,0.0005,N/A,N/A,0,271K,N/A
CCOM,1/23/2014,N/A,0.5401,N/A,N/A,0,4.9M,1.73
CADC,1/24/2014,7.265,6.69,6.65,7.48,9006,9.9M,N/A
CCCL,1/24/2014,2.35,2.25,2.23,2.35,96792,46.0M,14.12
CLEV,1/24/2014,0.15,0.15,0.15,0.15,5000,959K,N/A
FAST,1/24/2014,47.32,45.09,45.01,47.32,5155894,13.381B,31.48
GFF,1/24/2014,14.13,13.93,13.89,14.28,174080,751.5M,212.84
HW,1/24/2014,10.90,10.70,10.565,10.92,788950,782.8M,107.84
MLM,1/24/2014,109.39,104.32,102.26,115.00,2854168,4.825B,47.30
MAS,1/24/2014,22.10,21.45,21.185,22.10,5216731,7.657B,57.92
DOOR,1/24/2014,57.00,56.20,55.35,57.40,118400,1.612B,N/A
CTLE,1/24/2014,0.0315,0.0294,0.0285,0.0325,953350,6.0M,N/A
CTLE,1/24/2014,0.0315,0.0294,0.0285,0.0325,953350,6.0M,N/A
NCS,1/24/2014,19.64,18.85,18.81,19.70,758861,1.410B,N/A
NTK,1/24/2014,76.77,75.70,74.92,77.00,22881,1.166B,N/A
OC,1/24/2014,40.25,39.02,38.88,40.48,1284133,4.593B,73.77
PGTI, Inc.,1/24/2014,11.065,10.89,10.40,10.42,550245,487.8M
PGEM,,1/24/2014,13.502,13.48,13.24,13.37,127625,898.0M
NX,1/24/2014,19.48,19.37,19.21,19.48,200597,716.3M,N/A
RSOL,,1/24/2014,4.03,4.03,3.56,3.61,4941100,131.2M
STCK,1/24/2014,18.53,18.08,18.00,18.63,19171,472.0M,N/A
TGLS,1/24/2014,10.60,10.00,9.635,10.03,7685,15.8M,N/A
TREX, Inc,1/24/2014,70.602,70.14,66.481,68.43,218749,1.152B
USCR, Inc,1/24/2014,21.97,21.15,20.604,21.35,65503,281.9M
USLM,1/24/2014,57.31,55.79,55.71,57.95,9150,310.4M,20.00
UFPI,1/24/2014,53.33,51.91,51.46,53.5899,98164,1.033B,32.26
USG,1/24/2014,31.80,30.62,30.3504,31.80,2377332,3.326B,93.74
VMC,1/24/2014,60.74,59.57,58.80,61.34,1894030,7.743B,447.52
CBI,1/24/2014,81.15,75.78,75.36,81.21,2897579,8.147B,24.72
FIX,1/24/2014,19.16,18.53,18.36,19.23,136673,691.0M,27.85
EME, Inc.,1/24/2014,44.57,44.23,43.70,44.02,899295,2.955B
GWBU,1/24/2014,0.0036,0.0035,0.0035,0.0038,33182,1.2M,N/A
IESC,1/24/2014,6.22,6.15,5.98,6.24,2310,109.4M,N/A
IXEH,1/22/2014,N/A,0.001,N/A,N/A,0,70K,N/A
MYRG, Inc.,1/24/2014,25.77,25.56,24.67,25.02,74411,529.4M
PRXG, INC,1/17/2014,N/A,N/A,N/A,2.50,0,23.5M
PIKE,1/24/2014,11.10,10.92,10.77,11.1999,89369,347.2M,13.76
PWR, ,1/24/2014,31.94,31.75,31.00,31.07,1908158,6.707B
AEGN,1/24/2014,22.03,21.32,21.04,22.05,206425,803.6M,19.40
AQNM,1/24/2014,0.08,0.085,0.08,0.085,28000,8.0M,N/A
AGX, Inc. Commo,1/24/2014,29.85,29.84,27.70,28.44,194339,403.8M
CIIC,1/21/2014,N/A,0.042,N/A,N/A,0,3.4M,N/A
DY,,1/24/2014,29.16,29.16,27.54,28.13,292441,949.5M
ICA,1/24/2014,7.80,7.62,7.56,7.80,664380,1.165B,N/A
FLR,1/24/2014,80.39,77.48,77.48,80.50,1935521,12.657B,26.87
FWLT,1/24/2014,30.32,29.62,29.51,30.66,4818578,2.914B,22.30
GV,1/24/2014,2.01,2.01,2.01,2.061,127379,51.2M,7.85
GVA,1/24/2014,35.17,34.26,34.058,35.39,208808,1.332B,143.19
GLDD,1/24/2014,8.58,8.52,8.38,8.62,307786,508.0M,N/A
IGC,1/24/2014,0.959,0.98,0.923,0.98,5414,7.3M,N/A
LAYN,1/24/2014,17.95,17.48,17.15,18.01,224661,343.0M,N/A
MTZ, Inc. Comm,1/24/2014,36.20,36.00,35.5201,35.71,1182035,2.758B
MTRX,1/24/2014,27.45,26.79,26.3849,27.45,126788,701.7M,28.26
ORN,1/24/2014,11.87,11.63,11.54,11.98,105577,318.1M,N/A
PRIM,1/24/2014,32.15,31.34,31.04,32.234,239804,1.616B,26.03
STRL,1/24/2014,11.41,11.11,10.99,11.44,27398,185.1M,N/A
TPC,1/24/2014,24.91,23.64,23.591,25.11,278939,1.137B,12.71
ABAT,1/24/2014,0.37,0.375,0.37,0.40,94177,28.6M,0.74
AMOT,1/24/2014,11.85,11.51,11.00,11.89,30667,104.7M,27.96
AIMC,1/24/2014,33.19,32.07,31.2846,33.43,198764,864.9M,32.44
AMRC, Inc. Cl,1/24/2014,10.59,10.50,9.81,10.00,205597,458.3M
AETI,1/24/2014,11.02,10.29,9.80,11.07,82656,82.4M,23.06
AOS,1/24/2014,51.97,50.19,50.14,52.01,1090821,4.579B,29.12
ARTX,1/24/2014,3.21,2.94,2.90,3.24,529702,46.9M,14.69
APWC,1/23/2014,N/A,3.24,N/A,N/A,0,44.8M,5.40
AUSI,1/24/2014,0.212,0.2299,0.202,0.2299,48001,20.3M,N/A
AXPW,1/24/2014,0.0905,0.095,0.0905,0.097,486814,15.8M,N/A
BLDP,1/24/2014,1.95,1.93,1.85,2.00,3503597,192.4M,N/A
BDC,1/24/2014,68.13,66.25,65.96,68.22,215222,2.879B,12.49
BNSO,1/24/2014,2.31,2.0599,1.96,2.31,190735,10.8M,N/A
CAPC,1/24/2014,0.014,0.0152,0.014,0.0152,40666,10.0M,N/A
CPST,1/24/2014,1.69,1.59,1.55,1.69,6033166,492.8M,N/A
CETC,1/24/2014,0.15,0.15,0.15,0.175,51328,1.5M,N/A
CETC,1/24/2014,0.15,0.15,0.15,0.175,51328,1.5M,N/A
CETC,1/24/2014,0.15,0.15,0.15,0.175,51328,1.5M,N/A
CCIX, In,1/24/2014,26.23,26.22,26.21,26.21,255838,480.0M
CUI, Inc.,1/24/2014,9.234,9.20,8.31,8.69,158032,178.7M
CYLU,1/23/2014,N/A,0.80,N/A,N/A,0,16.6M,N/A
EMR,1/24/2014,66.54,65.26,65.255,66.83,5543282,45.941B,24.40
ENS,1/24/2014,69.97,68.53,67.83,69.97,295997,3.248B,21.76
XIDEQ,1/24/2014,0.285,0.2795,0.27,0.2897,630022,22.1M,N/A
XIDEQ,1/24/2014,0.285,0.2795,0.27,0.2897,630022,22.1M,N/A
FSTJ,12/19/2013,N/A,0.45,N/A,N/A,0,3.0M,N/A
FSTJ,12/19/2013,N/A,0.45,N/A,N/A,0,3.0M,N/A
FLUX,1/25/2014,N/A,0.095,N/A,N/A,40,4.5M,N/A
FELE,1/24/2014,42.53,41.29,41.03,43.00,214073,1.967B,25.51
BGC,1/24/2014,30.25,29.92,29.79,30.296,1077158,1.484B,N/A
GAI,1/24/2014,6.51,6.66,6.25,6.67,7318,20.3M,N/A
GTI,1/24/2014,11.04,10.82,10.66,11.06,1736431,1.462B,50.64
GBLL,1/17/2014,N/A,0.129,N/A,N/A,0,13.2M,N/A
HPJ,1/24/2014,2.88,2.6899,2.65,2.966,137311,37.6M,50.00
HOLI,1/24/2014,16.35,15.53,15.47,16.80,567452,894.5M,16.71
HYGS,1/24/2014,20.25,21.35,19.55,21.659,142423,191.7M,N/A
IDN,1/24/2014,0.5099,0.49,0.4625,0.51,641803,13.7M,N/A
JKS,1/24/2014,32.388,29.70,29.60,32.39,4521430,913.6M,N/A
LSCG,1/24/2014,0.372,0.361,0.361,0.372,28515,75.1M,N/A
LYTS,1/24/2014,8.92,8.79,8.71,9.03,138245,214.2M,69.77
MAG, Inc.,1/24/2014,25.04,24.88,22.74,24.95,13588,81.0M
MMED,1/21/2014,N/A,0.02,N/A,N/A,0,220K,N/A
NJ,1/24/2014,28.61,28.41,28.17,28.61,98928,15.248B,49.37
OSIS, Inc.,1/24/2014,58.54,58.54,56.78,57.33,304923,1.150B
PLUG, Inc.,1/24/2014,2.99,2.98,2.75,2.805,15667458,287.8M
PLPC,1/24/2014,69.55,68.87,68.32,69.762,11286,369.0M,16.50
RBC,1/24/2014,77.10,75.13,74.87,77.45,356086,3.386B,18.97
REFR,1/24/2014,6.63,6.24,6.16,6.64,103063,143.0M,N/A
RTBC,1/24/2014,0.005,0.005,0.005,0.005,148,415K,N/A
SVT, Inc,1/24/2014,8.75,8.49,7.917,8.1655,28877,18.7M
CETC,1/24/2014,0.15,0.15,0.15,0.175,51328,1.5M,N/A
SPB,1/24/2014,69.65,68.33,67.89,70.99,642144,3.567B,N/A
LGL, Inc. (,1/24/2014,5.862,5.84,5.794,5.85,17090,16.7M
ULBI,1/24/2014,3.62,3.49,3.49,3.64,3704,61.0M,178.00
UQM,1/24/2014,2.23,2.10,2.07,2.23,201047,78.8M,N/A
VLNCQ,1/24/2014,0.0051,0.006,0.0051,0.006,233337,1.0M,N/A
ZBB,1/24/2014,0.865,0.82,0.801,0.865,60546,14.5M,N/A
ABKI,1/24/2014,1.18,1.15,1.14,1.18,17392,74.1M,N/A
ABB,1/24/2014,25.51,25.20,25.20,25.54,2606402,57.879B,20.83
ASPW,1/24/2014,0.1984,0.185,0.185,0.1984,1165,3.3M,N/A
B, Inc,1/24/2014,39.44,39.44,37.73,37.99,337022,2.004B
CTEI,1/24/2014,0.37,0.385,0.2803,0.385,18297,15.6M,54.14
CCF,1/24/2014,35.44,34.74,34.5001,36.09,7548,316.0M,14.71
CVVT,1/24/2014,0.55,0.53,0.53,0.55,2050,19.1M,0.62
CIR,1/24/2014,75.60,73.49,72.70,75.60,65660,1.293B,28.24
DYNP,1/24/2014,0.022,0.022,0.022,0.022,300,672K,0.02
EMWW,1/24/2014,N/A,0.10,N/A,N/A,0,112K,N/A
EMWW,1/24/2014,N/A,0.10,N/A,N/A,0,112K,N/A
NPO,1/24/2014,74.77,73.01,72.65,74.98,473020,1.530B,61.26
HEES,1/24/2014,32.17,31.54,31.20,32.50,162974,1.104B,28.50
HNH,1/24/2014,21.89,21.03,21.03,22.27,17469,277.3M,8.49
INVI,1/23/2014,N/A,0.0035,N/A,N/A,0,125K,N/A
MASC,1/24/2014,12.74,12.75,12.69,12.75,72890,131.7M,27.76
MWA,1/24/2014,8.81,8.60,8.525,8.86,1658311,1.362B,35.08
NFEC,1/24/2014,1.73,1.548,1.548,1.83,163603,8.5M,91.58
OFLX, Inc.,1/24/2014,20.49,20.38,20.13,20.13,2162,203.1M
PH,1/24/2014,118.17,114.63,114.63,118.57,1642912,17.097B,17.54
PNR, Ltd. Reg,1/24/2014,75.38,75.21,72.03,72.22,2564896,14.396B
PTCK,12/30/2013,N/A,0.0037,N/A,N/A,0,72K,N/A
ZERO,1/24/2014,0.905,0.94,0.88,0.94,182161,157.9M,N/A
HEAT,1/24/2014,0.23,0.23,0.23,0.23,6732,1.4M,N/A
SXI,1/24/2014,60.89,60.83,60.52,60.97,88662,776.7M,18.53
SNHY,1/24/2014,40.12,39.67,39.11,40.59,73291,1.045B,29.19
TRS,1/24/2014,37.97,37.02,36.74,38.04,233217,1.665B,27.95
WTS,1/24/2014,57.21,56.33,55.58,57.21,205587,1.988B,31.13
AERT,1/24/2014,0.12,0.12,0.1175,0.12,7848,10.8M,N/A
BCC, L.,1/24/2014,31.19,31.12,29.72,30.11,725279,1.185B
CTT,1/24/2014,13.81,13.90,13.7139,13.99,78571,176.7M,N/A
DEL,1/24/2014,64.78,64.10,63.60,65.15,28180,812.7M,31.71
ECOB,1/24/2014,0.0021,0.0018,0.0017,0.0021,39178368,1.8M,N/A
JCTCF,1/24/2014,9.65,9.79,9.555,9.93,46115,30.7M,10.14
PATK,1/24/2014,35.00,34.40,33.56,35.39,79918,363.5M,17.05
PCL,1/24/2014,43.41,42.88,42.82,43.5499,974231,7.586B,28.16
POPE,1/24/2014,66.60,67.25,66.60,67.25,3297,294.0M,32.99
RYN,1/24/2014,41.75,41.18,41.10,41.83,1044623,5.194B,14.82
WY,1/24/2014,30.41,30.19,30.16,30.615,4907382,17.593B,26.81
BLT,1/24/2014,13.11,12.80,12.745,13.224,255954,631.8M,18.59
CVR,1/24/2014,38.57,38.70,38.42,38.75,5500,37.4M,16.40
HDNG, Inc.,1/24/2014,14.21,14.17,13.87,14.01,53245,166.5M
KMT,1/24/2014,48.82,46.94,46.88,49.09,981770,3.681B,20.34
MLHC,1/24/2014,0.0335,0.0241,0.0233,0.0335,1628650,1.8M,N/A
MRC,1/24/2014,29.89,28.87,28.83,29.89,1265790,2.938B,25.08
NNBR, Inc.,1/24/2014,17.89,17.79,17.23,17.50,137789,305.4M
PRLB, Inc. ,1/24/2014,75.10,75.10,73.35,74.73,368670,1.903B
ROLL,1/24/2014,67.68,66.87,66.13,67.74,52605,1.526B,30.34
SWK,1/24/2014,80.95,77.81,77.50,82.76,4309957,12.100B,26.07
TKR,1/24/2014,54.90,53.46,53.33,55.026,996051,5.059B,18.73
CVCO,,1/24/2014,76.10,76.10,72.53,73.43,23119,649.0M
DVLY,1/24/2014,N/A,0.75,N/A,N/A,0,11.6M,10.27
NOBH,1/24/2014,9.20,9.20,9.20,9.20,100,37.3M,51.11
SKY,1/24/2014,5.71,5.68,5.55,5.85,15264,47.7M,N/A
CAS,1/24/2014,14.00,13.82,13.58,14.00,115021,323.0M,N/A
ATI,1/24/2014,32.61,31.93,31.88,32.69,2368703,3.410B,22.98
ARCW,1/24/2014,27.53,25.58,25.05,27.53,41569,150.3M,35.26
AZZ,1/24/2014,42.50,41.91,41.669,42.50,266887,1.070B,17.46
CRS,1/24/2014,61.16,58.80,58.72,61.41,374853,3.115B,23.24
GTLS,,1/24/2014,85.86,85.86,82.96,83.72,636243,2.543B
CLNT,1/24/2014,5.63,5.38,5.3748,5.735,92228,18.8M,2.60
CSTM,1/24/2014,24.39,24.23,23.16,24.42,689724,2.545B,15.76
BOOM,1/24/2014,22.07,22.04,21.645,22.13,44182,303.3M,30.27
BRSS,1/24/2014,16.89,16.51,16.48,16.90,440177,348.5M,30.73
GHM,1/24/2014,36.07,36.26,35.65,36.65,50057,364.7M,27.20
GIFI,1/24/2014,22.27,21.34,21.19,22.54,34141,308.8M,158.44
HAYN,1/24/2014,52.66,52.05,51.63,52.66,46510,636.8M,30.59
HIHO,1/24/2014,2.78,2.76,2.74,2.97,54527,10.4M,17.71
HIIT,1/24/2014,0.60,0.545,0.545,0.60,31110,26.4M,N/A
MEA,1/24/2014,2.11,2.05,1.97,2.132,557226,98.5M,N/A
MLI,1/24/2014,61.90,61.48,60.62,62.42,138389,1.738B,10.13
ZEUS, In,1/24/2014,29.30,29.30,28.341,28.50,34645,312.4M
PKOH,1/24/2014,50.65,50.33,49.35,50.85,61832,604.1M,14.72
PCP,1/24/2014,258.66,255.46,255.25,261.10,1356062,37.107B,22.46
RS,1/24/2014,73.76,70.40,70.34,73.76,928522,5.445B,16.92
SCHN,1/24/2014,29.36,28.11,27.90,29.37,448870,752.1M,N/A
SHLO,1/24/2014,16.90,15.81,15.67,16.90,122317,269.4M,13.46
SIF,,1/24/2014,33.10,33.10,30.3089,33.00,17752,177.3M
TPCS,1/24/2014,1.05,1.05,0.94,1.06,335777,21.0M,N/A
TPCS,1/24/2014,1.05,1.05,0.94,1.06,335777,21.0M,N/A
TS,1/24/2014,45.77,44.33,44.182,45.83,3072665,26.167B,18.04
TOWR,1/24/2014,24.14,22.96,22.82,24.29,197762,470.0M,N/A
VMI,1/24/2014,151.44,149.14,148.53,151.61,420885,3.995B,14.14
WOR,1/24/2014,42.28,41.49,41.49,42.369,419318,2.921B,20.78
ABHD, ,1/24/2014,0.50,0.475,0.47,0.50,105520,33.9M
ADRN,1/17/2014,N/A,0.0001,N/A,N/A,0,492K,N/A
ADRNF,1/10/2014,N/A,14.42,N/A,N/A,0,530.8M,11.77
ADES,1/24/2014,51.49,51.06,50.98,51.75,66900,516.5M,N/A
AMSU,12/17/2013,N/A,0.25,N/A,N/A,0,11.0M,N/A
AWGI,1/24/2014,0.042,0.0449,0.04,0.0449,62000,5.1M,N/A
BEES, INC.,1/24/2014,0.36,0.35,0.325,0.35,35751,5.7M
BNET,1/24/2014,0.7779,0.95,0.7779,0.95,13062,16.7M,N/A
BBLU,1/24/2014,2.88,2.82,2.75,2.88,107570,158.6M,N/A
CCC,1/24/2014,20.30,20.09,20.06,20.39,407723,1.097B,25.56
CECE,1/24/2014,16.05,15.81,15.29,16.07,204501,404.4M,43.52
CLC,1/24/2014,57.39,57.37,56.811,57.61,637876,2.880B,24.62
CDTI,1/24/2014,2.54,2.33,2.2901,2.60,444674,21.6M,N/A
DCI,1/24/2014,41.82,40.53,40.52,41.82,450474,5.927B,24.92
DGWIY,1/24/2014,0.25,0.25,0.25,0.3287,32330,6.2M,0.16
EAUI,1/24/2014,N/A,0.09,N/A,N/A,0,2.6M,N/A
ERII, ,1/24/2014,4.10,4.07,3.91,4.05,645496,207.0M
CLWT,1/24/2014,4.54,4.51,4.3815,4.54,1335,9.3M,N/A
FTEK, Inc.,1/24/2014,7.54,7.43,6.66,6.94,542782,155.3M
GRH,1/24/2014,1.15,1.09,1.08,1.18,105394,36.8M,N/A
HCCI,1/24/2014,17.23,17.26,17.22,17.55,34997,317.9M,204.71
LIQT,1/24/2014,2.01,1.98,1.88,2.01,76881,53.9M,N/A
MFRI, Inc.,1/24/2014,15.8799,15.57,14.50,14.60,40202,103.4M
MEEC,1/24/2014,1.65,1.98,1.60,2.01,36592,69.9M,N/A
MPML,1/23/2014,N/A,0.15,N/A,N/A,0,1.1M,N/A
NVIC,1/24/2014,1.21,1.33,1.21,1.33,1300,9.2M,N/A
PFSD,1/24/2014,0.065,0.065,0.065,0.065,10000,4.2M,N/A
RINO,1/23/2014,N/A,0.01,N/A,N/A,0,286K,0.00
SYEV,1/23/2014,N/A,0.79,N/A,N/A,0,20.4M,20.79
SINX,1/24/2014,0.0069,0.0069,0.0069,0.0069,50000,3.3M,N/A
TFIV,1/13/2014,N/A,0.0037,N/A,N/A,0,429K,N/A
TFIV,1/13/2014,N/A,0.0037,N/A,N/A,0,429K,N/A
TNC,1/24/2014,66.63,64.75,63.61,66.66,129642,1.196B,28.92
GSPT,1/24/2014,0.025,0.025,0.025,0.025,18000,87K,N/A
UVFT,1/24/2014,0.0232,0.0232,0.0232,0.0232,3500,1.4M,N/A
AVHI, Inc.,1/24/2014,19.79,18.94,18.19,18.30,22485,402.6M
BZH,,1/24/2014,23.25,23.24,21.33,21.70,1549874,541.7M
CHCI,1/24/2014,1.91,1.84,1.79,1.91,62431,38.2M,N/A
HXM,1/24/2014,1.52,1.37,1.37,1.53,954656,76.6M,N/A
DHI, Inc.,1/24/2014,21.79,21.54,20.80,20.88,9587444,6.743B
GFA,1/24/2014,2.77,2.74,2.70,2.7701,2297554,581.9M,N/A
HOV,1/24/2014,6.11,5.83,5.82,6.11,4845116,811.5M,28.47
ISRBE,1/15/2014,N/A,0.30,N/A,N/A,50,3.3M,N/A
ISRBE,1/15/2014,N/A,0.30,N/A,N/A,50,3.3M,N/A
KBH,1/24/2014,18.39,18.04,17.83,18.41,5697854,1.511B,40.07
LEN,1/24/2014,38.26,37.03,36.89,38.33,5221905,7.199B,17.77
MHO, Inc. C,1/24/2014,25.73,25.70,24.05,24.19,268248,589.2M
MDC, ,1/24/2014,30.94,30.9299,29.57,30.18,1743806,1.475B
MTH,1/24/2014,46.25,45.39,45.10,46.63,731736,1.645B,10.28
NVR, Inc. Common ,1/24/2014,1016.90,1016.90,1004.00,1008.36,69005,4.586B
PHM, Inc. ,1/24/2014,19.521,19.46,18.75,18.84,7004853,7.217B
RYL, Inc,1/24/2014,42.84,42.84,41.645,41.87,1149358,1.935B
SPF,1/24/2014,8.72,8.47,8.38,8.72,2814754,2.347B,5.74
TMHC,1/24/2014,20.18,19.67,19.51,20.35,265516,646.3M,13.46
TOL,1/24/2014,36.42,35.57,35.33,36.66,4027363,6.306B,38.03
TPH,,1/24/2014,17.90,17.69,17.40,17.51,185175,553.3M
UCP, Inc. Class A,1/24/2014,14.70,14.67,14.44,14.52,40112,112.5M
UNRH,1/24/2014,1.00,1.00,1.00,1.00,5200,24.5M,0.84
WSML,12/31/2013,N/A,0.005,N/A,N/A,0,1.3M,N/A
WSML,12/31/2013,N/A,0.005,N/A,N/A,0,1.3M,N/A
XIN,1/24/2014,5.02,4.87,4.84,5.0272,515866,347.5M,2.85
AERO,1/24/2014,4.13,4.09,3.80,4.15,27792,24.1M,N/A
AERO,1/24/2014,4.13,4.09,3.80,4.15,27792,24.1M,N/A
EXRG,12/30/2013,N/A,0.0002,N/A,N/A,0,114K,N/A
LECO,1/24/2014,71.11,67.93,67.88,71.39,749149,5.544B,22.31
PFIN,,1/24/2014,7.30,7.27,7.10,7.2499,20560,26.8M
SSD,1/24/2014,34.05,32.70,32.54,34.15,208824,1.582B,33.84
SNA,1/24/2014,102.73,100.01,100.00,103.165,546349,5.815B,18.03
EML,1/24/2014,16.86,16.43,16.16,16.86,3571,102.2M,16.02
SCX,1/24/2014,16.35,16.55,16.35,16.90,46880,114.5M,279.66
TTC,1/24/2014,63.44,61.19,61.14,63.48,236905,3.476B,24.37
AIN,1/24/2014,36.88,36.39,36.16,37.34,165396,1.154B,70.91
CFI, Inc. Common,1/24/2014,20.33,20.20,19.85,20.05,36257,245.6M
IVDN,1/24/2014,0.2799,0.2799,0.2799,0.2799,17000,5.3M,N/A
TILE, Inc.,1/24/2014,22.21,21.77,21.33,21.45,482691,1.422B
TILE, Inc.,1/24/2014,22.21,21.77,21.33,21.45,482691,1.422B
MPVC,1/7/2014,N/A,1.28,N/A,N/A,0,8.2M,N/A
MHK,1/24/2014,146.15,141.36,141.36,146.50,1114173,10.266B,32.94
PUGE,1/24/2014,0.79,0.75,0.711,0.79,133667,31.9M,N/A
PUGE,1/24/2014,0.79,0.75,0.711,0.79,133667,31.9M,N/A
DXYN, ,1/24/2014,14.08,14.08,13.53,13.62,33170,173.8M
HWG,1/23/2014,N/A,9.60,N/A,N/A,2,14.6M,N/A
UFI, Inc. New C,1/24/2014,23.852,23.66,20.82,21.75,272586,414.0M
ARCS,1/13/2014,N/A,0.06,N/A,N/A,0,1.7M,N/A
AWX,1/24/2014,5.459,5.46,5.459,5.46,300,20.8M,49.27
BARA,1/24/2014,10.00,10.00,10.00,10.00,100,10.2M,N/A
BSHF,1/23/2014,N/A,0.0347,N/A,N/A,0,3.8M,N/A
